fmi,estado,enlace
290-143529,encontrado,https://www.activosporcolombia.com/es/inmueble/14510/casa-en-gestion-pereira-risaralda
290-152808,no_publicado,
290-148968,no_publicado,
290-15282,no_publicado,
290-153989,no_publicado,
290-156896,no_publicado,
290-158756,no_publicado,
290-152826,encontrado,https://www.activosporcolombia.com/es/inmueble/25208/casa-en-gestion-pereira-risaralda
290-156957,no_publicado,
290-158476,no_publicado,
290-154837,encontrado,https://www.activosporcolombia.com/es/inmueble/25443/lote-en-venta-pereira-risaralda
290-163426,no_publicado,
290-175921,no_publicado,
290-176874,no_publicado,
290-177614,no_publicado,
290-189660,no_publicado,
290-189690,no_publicado,
290-170186,encontrado,https://www.activosporcolombia.com/es/inmueble/22108/casa-en-gestion-pereira-risaralda
290-189888,no_publicado,
290-190078,no_publicado,
290-189759,no_publicado,
290-211334,no_publicado,
290-214314,no_publicado,
290-23365,no_publicado,
290-224137,no_publicado,
290-23299,no_publicado,
290-35783,no_publicado,
290-46721,no_publicado,
290-30258,encontrado,https://www.activosporcolombia.com/es/inmueble/31844/casa-en-gestion-pereira-risaralda
290-49575,no_publicado,
290-45559,encontrado,https://www.activosporcolombia.com/es/inmueble/24039/local-comercial-en-gestion-pereira-risaralda
290-26715,encontrado,https://www.activosporcolombia.com/es/inmueble/36148/lote-en-gestion-pereira-risaralda
290-5114,no_publicado,
290-64934,no_publicado,
290-32958,encontrado,https://www.activosporcolombia.com/es/inmueble/18626/kr-34-a-71-12-barrio-los-sauces
290-66787,no_publicado,
290-67068,no_publicado,
290-74977,no_publicado,
290-67072,no_publicado,
290-82447,no_publicado,
290-94832,no_publicado,
290-94859,no_publicado,
290-94865,no_publicado,
290-95661,no_publicado,
290-75236,encontrado,https://www.activosporcolombia.com/es/inmueble/12124/cl-98-b-15-a-05-lt-1c-mz-c-ur-belmonte
294-149,no_publicado,
290-94886,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/366/apartamento-en-venta-pereira
294-224137,no_publicado,
294-148,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/624/apartamento-en-gestion-dosquebradas-risaralda
294-143,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/624/apartamento-en-gestion-dosquebradas-risaralda
294-18399,encontrado,https://www.activosporcolombia.com/es/inmueble/5705/lote-en-gestion-dosquebradas-risaralda
294-65008,no_publicado,
294-65007,no_publicado,
294-38487,encontrado,https://www.activosporcolombia.com/es/inmueble/16678/casa-en-venta-dosquebradas
294-67648,no_publicado,
294-55985,encontrado,https://www.activosporcolombia.com/es/inmueble/25800/casa-en-venta-dosquebradas
294-71483,no_publicado,
294-71530,no_publicado,
294-99914,no_publicado,
294-99920,no_publicado,
296-14932,no_publicado,
294-7504,no_publicado,
294-74418,encontrado,https://www.activosporcolombia.com/es/inmueble/19573/tv-21-18-180-ap-202-to-3-ul-senderos-de-la-pradera
296-18775,no_publicado,
294-74652,encontrado,https://www.activosporcolombia.com/es/inmueble/19581/tv-21-18-180-ga-94-to-3-ul-residencial-senderos-de-la-pradera
296-1997,no_publicado,
296-29586,no_publicado,
296-25546,no_publicado,
296-66040,no_publicado,
296-44786,no_publicado,
296-66044,no_publicado,
296-19016,encontrado,https://www.activosporcolombia.com/es/inmueble/26313/casa-en-gestion-santa-rosa-de-cabal-risaralda
296-68687,no_publicado,
296-40503,encontrado,https://www.activosporcolombia.com/es/inmueble/17221/casa-lote-en-gestion-santa-rosa-de-cabal-risaralda
296-54858,no_publicado,
296-4303,encontrado,https://www.activosporcolombia.com/es/inmueble/16398/lote-en-gestion-santa-rosa-de-cabal-risaralda
296-69136,no_publicado,
296-70855,no_publicado,
300-160896,no_publicado,
300-154433,no_publicado,
300-155869,no_publicado,
300-160927,no_publicado,
300-155843,no_publicado,
300-153881,encontrado,https://www.activosporcolombia.com/es/inmueble/14153/finca-en-gestion-matanza-santander
300-216088,encontrado,https://www.activosporcolombia.com/es/inmueble/32388/garaje-en-gestion-bucaramanga-santander
300-155841,encontrado,https://www.activosporcolombia.com/es/inmueble/11685/local-comercial-en-venta-bucaramanga
300-28931,no_publicado,
300-206492,encontrado,https://www.activosporcolombia.com/es/inmueble/8259/casa-lote-en-venta-bucaramanga
300-234358,encontrado,https://www.activosporcolombia.com/es/inmueble/34480/bodega-en-gestion-bucaramanga-santander
300-199296,encontrado,https://www.activosporcolombia.com/es/inmueble/9742/apartamento-en-venta-bucaramanga
300-39854,encontrado,https://www.activosporcolombia.com/es/inmueble/13690/local-comercial-en-gestion-bucaramanga-santander
300-287777,encontrado,https://www.activosporcolombia.com/es/inmueble/13224/parqueadero-comercial-en-gestion-bucaramanga-santander
300-52646,encontrado,https://www.activosporcolombia.com/es/inmueble/7227/casa-en-gestion-bucaramanga-santander
307-24716,no_publicado,
307-4781,no_publicado,
307-1732,encontrado,https://www.activosporcolombia.com/es/inmueble/29539/0
307-1874,encontrado,https://www.activosporcolombia.com/es/inmueble/29572/lote-1-b
307-1872,encontrado,https://www.activosporcolombia.com/es/inmueble/29555/lote-3
307-41852,encontrado,https://www.activosporcolombia.com/es/inmueble/31909/casa-en-gestion-ricaurte-cundinamarca
307-4622,encontrado,https://www.activosporcolombia.com/es/inmueble/29606/lote-el-danubio
307-5960,encontrado,https://www.activosporcolombia.com/es/inmueble/32554/condominio-campestre-el-penon-sc-1-cs-200
307-4623,encontrado,https://www.activosporcolombia.com/es/inmueble/29626/lote-el-danubio
307-6057,no_publicado,
314-10781,no_publicado,
307-6075,encontrado,https://www.activosporcolombia.com/es/inmueble/28575/condominio-campestre-el-penon-segundo-sector-lt-85
312-9669,encontrado,https://www.activosporcolombia.com/es/inmueble/21168/casa-en-gestion-malaga-santander
307-62070,encontrado,https://www.activosporcolombia.com/es/inmueble/19342/lote-en-gestion-tocaima-cundinamarca
314-11794,encontrado,https://www.activosporcolombia.com/es/inmueble/8920/cl-1-n-b-16-03
312-4604,encontrado,https://www.activosporcolombia.com/es/inmueble/23207/casa-en-venta-malaga
307-6079,encontrado,https://www.activosporcolombia.com/es/inmueble/37517/casa-en-venta-girardot
314-12925,encontrado,https://www.activosporcolombia.com/es/inmueble/8168/casa-en-venta-piedecuesta
314-14687,encontrado,https://www.activosporcolombia.com/es/inmueble/17884/casa-en-venta-piedecuesta
320-85503,no_publicado,
314-25427,encontrado,https://www.activosporcolombia.com/es/inmueble/3369/casa-en-venta-piedecuesta-santander
321-25061,encontrado,https://www.activosporcolombia.com/es/inmueble/6652/finca-en-gestion-simacota-santander
321-240,encontrado,https://www.activosporcolombia.com/es/inmueble/6639/finca-en-gestion-simacota-santander
321-31507,encontrado,https://www.activosporcolombia.com/es/inmueble/6644/finca-en-gestion-simacota-santander
324-27427,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/760/finca-en-venta-cimitarra
324-22722,encontrado,https://www.activosporcolombia.com/es/inmueble/13548/finca-en-gestion-cimitarra-santander
324-39335,encontrado,https://www.activosporcolombia.com/es/inmueble/11178/lote-en-gestion-cimitarra-santander
324-27344,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/760/finca-en-venta-cimitarra
340-52099,no_publicado,
340-5232,no_publicado,
340-108177,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/602/apartamento-en-gestion-santiago-de-tolu-sucre
340-88385,no_publicado,
340-5175,encontrado,https://www.activosporcolombia.com/es/inmueble/35843/casa-recreo-en-gestion-santiago-de-tolu-sucre
340-108198,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/602/apartamento-en-gestion-santiago-de-tolu-sucre
324-60506,encontrado,https://www.activosporcolombia.com/es/inmueble/29913/finca-en-gestion-cimitarra-santander
340-58117,encontrado,https://www.activosporcolombia.com/es/inmueble/14069/casa-recreo-en-gestion-sincelejo-sucre
340-66825,encontrado,https://www.activosporcolombia.com/es/inmueble/10040/lote-en-gestion-sincelejo-sucre
350-112074,encontrado,https://www.activosporcolombia.com/es/inmueble/34178/casa-en-gestion-ibague-tolima
350-138079,no_publicado,
350-145666,no_publicado,
350-185841,encontrado,https://www.activosporcolombia.com/es/inmueble/11722/cl-77-14-80-kr-14-8121-conjunto-portal-del-vergel-club-house-y-condominio-casa-lote-b-058
350-185245,encontrado,https://www.activosporcolombia.com/es/inmueble/193/casa-en-venta-ibague-tolima
350-135487,encontrado,https://www.activosporcolombia.com/es/inmueble/31315/cr-10-61-19-cs-43
350-185254,encontrado,https://www.activosporcolombia.com/es/inmueble/25996/casa-en-gestion-ibague-tolima
350-230003,no_publicado,
350-185881,encontrado,https://www.activosporcolombia.com/es/inmueble/11717/cl-77-14-80-kr-14-81-21-cj-portal-del-vergel-club-house-y-condominio-gj-066
350-189971,encontrado,https://www.activosporcolombia.com/es/inmueble/23796/lote-en-gestion-ibague-tolima
350-40151,no_publicado,
350-20473,encontrado,https://www.activosporcolombia.com/es/inmueble/10705/casa-en-gestion-ibague-tolima
350-85503,no_publicado,
360-29084,no_publicado,
360-29086,no_publicado,
366-32230,no_publicado,
357-38515,encontrado,https://www.activosporcolombia.com/es/inmueble/19266/casa-en-gestion-espinal-tolima
366-5448,no_publicado,
360-29180,no_publicado,
350-71911,encontrado,https://www.activosporcolombia.com/es/inmueble/35094/cs-4-urbanizacion-camino-de-vergel
350-71876,encontrado,https://www.activosporcolombia.com/es/inmueble/35102/casa-en-gestion-ibague-tolima
350-8604,encontrado,https://www.activosporcolombia.com/es/inmueble/506/avaluo-en-gestion-ibague-tolima
370-106783,encontrado,https://www.activosporcolombia.com/es/inmueble/25933/local-comercial-en-gestion-cali-valle-del-cauca
370-111497,encontrado,https://www.activosporcolombia.com/es/inmueble/31911/cr-4-2-a-71-ed-miravalle-tr-estelar
370-111041,encontrado,https://www.activosporcolombia.com/es/inmueble/26538/casa-en-gestion-santiago-de-cali-valle-del-cauca
370-11756,encontrado,https://www.activosporcolombia.com/es/inmueble/20204/casa-en-gestion-cali-valle-del-cauca
370-111524,encontrado,https://www.activosporcolombia.com/es/inmueble/31915/ap-1101-cr-4-2a-71-115
370-120561,encontrado,https://www.activosporcolombia.com/es/inmueble/5836/casa-en-gestion-cali-valle-del-cauca
370-111496,encontrado,https://www.activosporcolombia.com/es/inmueble/31905/cr-4-2a-71-pa-72-tr-estelar
370-119995,encontrado,https://www.activosporcolombia.com/es/inmueble/11429/casa-en-gestion-cali-valle-del-cauca
370-121601,no_publicado,
370-124429,encontrado,https://www.activosporcolombia.com/es/inmueble/2736/local-comercial-en-venta-cali-valle-del-cauca
370-124425,encontrado,https://www.activosporcolombia.com/es/inmueble/3107/oficina-en-venta-cali-valle-del-cauca
370-124423,encontrado,https://www.activosporcolombia.com/es/inmueble/3139/local-en-venta-cali-valle-del-cauca
370-124424,encontrado,https://www.activosporcolombia.com/es/inmueble/2732/local-comercial-en-venta-cali-valle-del-cauca
370-124430,encontrado,https://www.activosporcolombia.com/es/inmueble/3930/local-comercial-en-venta-cali-valle-del-cauca
370-124426,encontrado,https://www.activosporcolombia.com/es/inmueble/3113/local-comercial-en-venta-cali-valle-del-cauca
370-124428,encontrado,https://www.activosporcolombia.com/es/inmueble/3145/local-comercial-en-venta-cali-valle-del-cauca
370-124427,encontrado,https://www.activosporcolombia.com/es/inmueble/3121/local-comercial-en-venta-cali-valle-del-cauca
370-136872,no_publicado,
370-131377,no_publicado,
370-124867,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/152/apartamento-en-gestion-cali-valle-del-cauca
370-124431,encontrado,https://www.activosporcolombia.com/es/inmueble/3151/local-comercial-en-venta-cali
370-124434,encontrado,https://www.activosporcolombia.com/es/inmueble/3127/local-comercial-en-venta-cali-valle-del-cauca
370-124432,encontrado,https://www.activosporcolombia.com/es/inmueble/3157/local-comercial-en-venta-cali-valle-del-cauca
370-124433,encontrado,https://www.activosporcolombia.com/es/inmueble/3936/local-comercial-en-venta-cali-valle-del-cauca
370-140568,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/629/lote-en-gestion-jamundi-valle-del-cauca
370-171121,no_publicado,
370-15063,encontrado,https://www.activosporcolombia.com/es/inmueble/33461/casa-en-venta-cali
370-20151,no_publicado,
370-160105,no_publicado,
370-171745,no_publicado,
370-18094,encontrado,https://www.activosporcolombia.com/es/inmueble/18274/mz-l-del-br-ciudad-jardin-2-et
370-16487,encontrado,https://www.activosporcolombia.com/es/inmueble/22515/cs-cr-62-9-219-urb-niza
370-169421,encontrado,https://www.activosporcolombia.com/es/inmueble/26459/cl-47-47a-cr-50-49a-mz-c-cs-17
370-214142,no_publicado,
370-211323,encontrado,https://www.activosporcolombia.com/es/inmueble/36262/casa-en-venta-cali
370-214140,no_publicado,
370-220946,no_publicado,
370-221020,no_publicado,
370-211552,encontrado,https://www.activosporcolombia.com/es/inmueble/27943/casa-en-gestion-cali-valle-del-cauca
370-216973,encontrado,https://www.activosporcolombia.com/es/inmueble/31973/casa-en-gestion-cali-valle-del-cauca
370-221388,no_publicado,
370-275298,no_publicado,
370-265397,no_publicado,
370-224792,encontrado,https://www.activosporcolombia.com/es/inmueble/15932/finca-en-gestion-cali-valle-del-cauca
370-262717,encontrado,https://www.activosporcolombia.com/es/inmueble/7161/fi-el-esfuerzo-cgto-el-hormiguero
370-337296,no_publicado,
370-285211,encontrado,https://www.activosporcolombia.com/es/inmueble/18365/finca-en-gestion-cali-valle-del-cauca
370-290072,encontrado,https://www.activosporcolombia.com/es/inmueble/26883/casa-en-gestion-cali-valle-del-cauca
370-312197,encontrado,https://www.activosporcolombia.com/es/inmueble/34717/casa-en-venta-cali
370-34389,encontrado,https://www.activosporcolombia.com/es/inmueble/36332/calle-12-65c-38-urb-el-gran-limonar
370-313693,encontrado,https://www.activosporcolombia.com/es/inmueble/30445/casa-en-venta-cali
370-325299,encontrado,https://www.activosporcolombia.com/es/inmueble/11797/casa-en-gestion-cali-valle-del-cauca
370-346799,encontrado,https://www.activosporcolombia.com/es/inmueble/8859/cs-lt-4-con-villacampestre-cr-114-y-116-10-50
370-347512,no_publicado,
370-35231,no_publicado,
370-348353,encontrado,https://www.activosporcolombia.com/es/inmueble/36704/casa-en-venta-cali-valle-del-cauca
370-357668,no_publicado,
370-349826,encontrado,https://www.activosporcolombia.com/es/inmueble/14847/apartamento-en-venta-cali
370-351475,encontrado,https://www.activosporcolombia.com/es/inmueble/20561/local-comercial-en-gestion-cali-valle-del-cauca
370-354599,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/58/apartamento-con-garaje-en-venta-cali-valle-del-cauca
370-363416,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/92/casa-con-garaje-en-venta-cali-valle-del-cauca
370-363424,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/2/casa-en-venta-cali-el-refugio
370-363442,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/92/casa-con-garaje-en-venta-cali-valle-del-cauca
370-429833,no_publicado,
370-429835,no_publicado,
370-363450,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/2/casa-en-venta-cali-el-refugio
370-363672,encontrado,https://www.activosporcolombia.com/es/inmueble/3621/casa-en-venta-cali
370-374215,encontrado,https://www.activosporcolombia.com/es/inmueble/5403/casa-en-venta-cali
370-429834,no_publicado,
370-401398,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/157/apartamento-en-venta-cali
370-364299,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/777/apartamento-en-venta-cali
370-438441,encontrado,https://www.activosporcolombia.com/es/inmueble/17300/lc-202-cc-cuidad-jardin-cl-18-106-98
370-490446,no_publicado,
370-460534,encontrado,https://www.activosporcolombia.com/es/inmueble/8752/garaje-en-gestion-cali-valle-del-cauca
370-460676,encontrado,https://www.activosporcolombia.com/es/inmueble/3010/apartamento-en-gestion-santiago-de-cali-valle-del-cauca
370-460726,encontrado,https://www.activosporcolombia.com/es/inmueble/2699/apartamento-en-gestion-cali-valle-del-cauca
370-460753,encontrado,https://www.activosporcolombia.com/es/inmueble/2575/apartamento-en-gestion-cali-valle-del-cauca
370-523080,no_publicado,
370-483809,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/706/apartamento-en-gestion-santiago-de-cali-valle-del-cauca
370-513736,encontrado,https://www.activosporcolombia.com/es/inmueble/560/casa-en-venta-cali
370-526458,no_publicado,
370-49716,encontrado,https://www.activosporcolombia.com/es/inmueble/28215/casa-en-gestion-santiago-de-cali-valle-del-cauca
370-550932,no_publicado,
370-54138,encontrado,https://www.activosporcolombia.com/es/inmueble/18279/mz-l-del-br-ciudad-jardin-2-et
370-550982,encontrado,https://www.activosporcolombia.com/es/inmueble/3861/apartamento-en-gestion-cali-valle-del-cauca
370-550757,encontrado,https://www.activosporcolombia.com/es/inmueble/5521/garaje-en-gestion-cali-valle-del-cauca
370-550783,encontrado,https://www.activosporcolombia.com/es/inmueble/5360/garaje-en-gestion-cali-valle-del-cauca
370-550784,encontrado,https://www.activosporcolombia.com/es/inmueble/5355/garaje-en-gestion-cali-valle-del-cauca
370-550758,encontrado,https://www.activosporcolombia.com/es/inmueble/5515/garaje-en-gestion-cali-valle-del-cauca
370-550986,encontrado,https://www.activosporcolombia.com/es/inmueble/3668/apartamento-en-gestion-cali-valle-del-cauca
370-551003,encontrado,https://www.activosporcolombia.com/es/inmueble/4294/apartamento-en-gestion-cali-valle-del-cauca
370-551044,encontrado,https://www.activosporcolombia.com/es/inmueble/2956/apartamento-en-gestion-cali-valle-del-cauca
370-554178,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/766/oficina-en-venta-cali
370-551006,encontrado,https://www.activosporcolombia.com/es/inmueble/4263/apartamento-en-gestion-cali-valle-del-cauca
370-554162,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/766/oficina-en-venta-cali
370-554233,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/766/oficina-en-venta-cali
370-554261,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/766/oficina-en-venta-cali
370-554175,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/766/oficina-en-venta-cali
370-573144,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/406/apartamento-en-venta-cali
370-59794,no_publicado,
370-607549,no_publicado,
370-617812,encontrado,https://www.activosporcolombia.com/es/inmueble/320/edificio-en-venta-cali
370-602757,encontrado,https://www.activosporcolombia.com/es/inmueble/26251/cs-9-con-jockey-club-iii-cl-12-a-107-25
370-67599,encontrado,https://www.activosporcolombia.com/es/inmueble/13339/casa-en-venta-cali
370-707961,no_publicado,
370-693924,encontrado,https://www.activosporcolombia.com/es/inmueble/25052/casa-en-gestion-cali-valle-del-cauca
370-705544,encontrado,https://www.activosporcolombia.com/es/inmueble/529/casa-en-venta-cali
370-635429,encontrado,https://www.activosporcolombia.com/es/inmueble/12539/casa-en-gestion-cali-valle-del-cauca
370-707905,encontrado,https://www.activosporcolombia.com/es/inmueble/21738/cr-103-12-b-106-bl-q-cs-3
370-712680,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/26/casa-con-garaje-en-venta
370-735380,no_publicado,
370-712546,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/26/casa-con-garaje-en-venta
370-719311,encontrado,https://www.activosporcolombia.com/es/inmueble/126/casa-en-venta-cali
370-748113,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/448/local-comercial-en-gestion-cali-valle-del-cauca
370-736526,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/739/apartamento-en-venta-cali
370-721629,encontrado,https://www.activosporcolombia.com/es/inmueble/7136/casa-en-gestion-cali-valle-del-cauca
370-766028,no_publicado,
370-736579,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/101/apartamento-en-venta-cali-valle-del-cauca
370-766096,no_publicado,
370-766117,no_publicado,
370-758947,encontrado,https://www.activosporcolombia.com/es/inmueble/11029/casa-en-gestion-jamundi-valle-del-cauca
370-810041,no_publicado,
370-99617,no_publicado,
372-1140,no_publicado,
370-800090,encontrado,https://www.activosporcolombia.com/es/inmueble/11224/apartamento-en-gestion-cali-valle-del-cauca
370-91426,encontrado,https://www.activosporcolombia.com/es/inmueble/5306/casa-en-venta-cali
370-771118,encontrado,https://www.activosporcolombia.com/es/inmueble/28346/casa-en-gestion-cali-valle-del-cauca
370-92873,encontrado,https://www.activosporcolombia.com/es/inmueble/37913/casa-en-gestion-cali-valle-del-cauca
370-99860,encontrado,https://www.activosporcolombia.com/es/inmueble/37365/lote-en-gestion-cali-valle-del-cauca
370-99878,encontrado,https://www.activosporcolombia.com/es/inmueble/37321/lote-en-gestion-cali-valle-del-cauca
372-2169,no_publicado,
372-524,no_publicado,
372-5614,no_publicado,
372-6597,no_publicado,
373-117813,no_publicado,
373-122986,no_publicado,
373-122987,no_publicado,
373-122988,no_publicado,
373-117820,no_publicado,
373-122989,no_publicado,
373-122990,no_publicado,
373-122993,no_publicado,
373-122994,no_publicado,
373-122992,no_publicado,
373-122991,no_publicado,
373-122995,no_publicado,
373-122996,no_publicado,
373-122997,no_publicado,
373-123000,no_publicado,
373-123001,no_publicado,
373-123003,no_publicado,
373-123002,no_publicado,
373-123005,no_publicado,
373-123006,no_publicado,
373-123009,no_publicado,
373-123008,no_publicado,
373-123004,no_publicado,
373-123007,no_publicado,
373-123011,no_publicado,
373-123010,no_publicado,
373-123012,no_publicado,
373-123013,no_publicado,
373-123016,no_publicado,
373-123015,no_publicado,
373-123014,no_publicado,
373-123017,no_publicado,
373-123018,no_publicado,
373-123021,no_publicado,
373-123019,no_publicado,
373-123020,no_publicado,
373-123022,no_publicado,
373-123023,no_publicado,
373-123026,no_publicado,
373-123024,no_publicado,
373-123025,no_publicado,
373-123028,no_publicado,
373-123039,no_publicado,
373-123027,no_publicado,
373-123037,no_publicado,
373-123040,no_publicado,
373-123045,no_publicado,
373-123044,no_publicado,
373-123046,no_publicado,
373-123574,no_publicado,
373-125346,no_publicado,
373-33136,no_publicado,
373-235,encontrado,https://www.activosporcolombia.com/es/inmueble/37468/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-31525,encontrado,https://www.activosporcolombia.com/es/inmueble/14944/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-23372,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/817/apartamento-en-gestion-guadalajara-de-buga-valle-del-cauca
373-24435,encontrado,https://www.activosporcolombia.com/es/inmueble/15023/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-34423,encontrado,https://www.activosporcolombia.com/es/inmueble/14784/casa-lote-en-gestion-guadalajara-de-buga-valle-del-cauca
373-34425,encontrado,https://www.activosporcolombia.com/es/inmueble/14802/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-34426,encontrado,https://www.activosporcolombia.com/es/inmueble/14809/casa-lote-en-gestion-guadalajara-de-buga-valle-del-cauca
373-34428,encontrado,https://www.activosporcolombia.com/es/inmueble/14822/casa-lote-en-gestion-guadalajara-de-buga-valle-del-cauca
373-3851,no_publicado,
373-4621,no_publicado,
373-38127,encontrado,https://www.activosporcolombia.com/es/inmueble/37472/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-38696,encontrado,https://www.activosporcolombia.com/es/inmueble/14831/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
375-1079,no_publicado,
373-7678,encontrado,https://www.activosporcolombia.com/es/inmueble/13004/finca-en-gestion-guadalajara-de-buga-valle-del-cauca
373-77389,encontrado,https://www.activosporcolombia.com/es/inmueble/128/casa-en-venta-guadalajara-de-buga-valle-del-cauca
373-6667,encontrado,https://www.activosporcolombia.com/es/inmueble/14934/casa-en-gestion-guadalajara-de-buga-valle-del-cauca
373-81786,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/817/apartamento-en-gestion-guadalajara-de-buga-valle-del-cauca
373-82251,encontrado,https://www.activosporcolombia.com/es/inmueble/14648/bodega-en-venta-guadalajara-de-buga-valle-del-cauca
375-11796,no_publicado,
375-18254,no_publicado,
375-19198,no_publicado,
375-24869,no_publicado,
375-2076,no_publicado,
375-24870,no_publicado,
375-32764,no_publicado,
375-46296,no_publicado,
375-46399,no_publicado,
375-9413,no_publicado,
375-18603,encontrado,https://www.activosporcolombia.com/es/inmueble/19534/casa-en-venta-cartago-valle-del-cauca
378-2451,no_publicado,
378-176030,no_publicado,
375-58092,encontrado,https://www.activosporcolombia.com/es/inmueble/26992/casa-en-venta-cartago
378-129750,encontrado,https://www.activosporcolombia.com/es/inmueble/6553/casa-en-gestion-palmira-valle-del-cauca
378-141219,encontrado,https://www.activosporcolombia.com/es/inmueble/8539/suite-en-gestion-palmira-valle-del-cauca
375-58966,encontrado,https://www.activosporcolombia.com/es/inmueble/26986/casa-en-gestion-cartago-valle-del-cauca
382-2546,no_publicado,
382-4523,no_publicado,
382-13255,encontrado,https://www.activosporcolombia.com/es/inmueble/11348/finca-en-gestion-sevilla-valle-del-cauca
382-10150,encontrado,https://www.activosporcolombia.com/es/inmueble/9971/finca-en-gestion-sevilla-valle-del-cauca
382-14734,encontrado,https://www.activosporcolombia.com/es/inmueble/11383/finca-en-gestion-sevilla-valle-del-cauca
382-939,no_publicado,
382-12326,encontrado,https://www.activosporcolombia.com/es/inmueble/11333/finca-en-gestion-sevilla-valle-del-cauca
382-5387,encontrado,https://www.activosporcolombia.com/es/inmueble/9963/finca-en-gestion-sevilla-valle-del-cauca
382-5227,encontrado,https://www.activosporcolombia.com/es/inmueble/26625/casa-en-venta-sevilla
382-5598,no_publicado,
382-589,encontrado,https://www.activosporcolombia.com/es/inmueble/11499/finca-en-gestion-sevilla-valle-del-cauca
384-10494,encontrado,https://www.activosporcolombia.com/es/inmueble/14470/finca-en-gestion-andalucia-valle-del-cauca
384-11186,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/738/lote-en-venta-zarzal
384-11185,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/738/lote-en-venta-zarzal
384-10894,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/738/lote-en-venta-zarzal
384-1153,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/659/lote-en-gestion-bugalagrande-valle-del-cauca
384-11670,encontrado,https://www.activosporcolombia.com/es/inmueble/14544/villa-linda
384-11187,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/738/lote-en-venta-zarzal
384-12179,no_publicado,
384-1872,no_publicado,
384-12493,no_publicado,
384-23728,no_publicado,
384-25666,no_publicado,
384-52901,no_publicado,
384-34960,no_publicado,
384-1873,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/659/lote-en-gestion-bugalagrande-valle-del-cauca
384-25537,encontrado,https://www.activosporcolombia.com/es/inmueble/25723/lt-sin-direccion-municipio-zarzal
384-25538,encontrado,https://www.activosporcolombia.com/es/inmueble/25734/lt-ubicado-en-el-indiviso-de-las-lajas
384-34959,encontrado,https://www.activosporcolombia.com/es/inmueble/25768/pd-rural-santa-elena
384-50233,encontrado,https://www.activosporcolombia.com/es/inmueble/236/casa-en-venta-zarzal-valle-del-cauca
384-79405,no_publicado,
384-64741,encontrado,https://www.activosporcolombia.com/es/inmueble/14812/casa-en-venta-tulua-valle-del-cauca
384-93032,no_publicado,
384-87101,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/621/lote-en-gestion-tulua-valle-del-cauca
400-1019,encontrado,https://www.activosporcolombia.com/es/inmueble/22653/casa-en-gestion-leticia-amazonas
400-1034,encontrado,https://www.activosporcolombia.com/es/inmueble/10734/cl-11-5-06-5-18
400-1283,encontrado,https://www.activosporcolombia.com/es/inmueble/25942/local-comercial-en-gestion-leticia-amazonas
